UniProtID,Unnamed: 0,proteinNames,txt_subunit,geneNames,subunitnumber
E2Q283,700,"['NADH-quinone oxidoreductase subunit B', 'NADH dehydrogenase I subunit B', 'NDH-1 subunit B']","NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.","['nuoB2', 'nuoB', 'nuoB3', 'SCLAV_3599']",1
E2Q284,701,['Dehydrogenase'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.",[],1
E2Q291,702,"['NADH-quinone oxidoreductase subunit N', 'NADH dehydrogenase I subunit N', 'NDH-1 subunit N']","NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoN2', 'nuoN', 'nuoN3', 'SCLAV_3607']",1
E2Q286,703,"['NADH-quinone oxidoreductase subunit I', 'NADH dehydrogenase I subunit I', 'NDH-1 subunit I']","NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoI2', 'nuoI', 'nuoI3', 'SCLAV_3602']",1
E2Q285,704,"['NADH-quinone oxidoreductase subunit H', 'NADH dehydrogenase I subunit H', 'NDH-1 subunit H']","NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoH', 'SCLAV_3601']",1
E2Q8I6,705,"['NADH-quinone oxidoreductase subunit D', 'NADH dehydrogenase I subunit D', 'NDH-1 subunit D']","NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.","['nuoD', 'nuoD3', 'SCLAV_2401']",1
E2Q290,706,['NADH dehydrogenase subunit NuoM2'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.","['nuoM2', 'SCLAV_3606']",1
E2PXE9,707,['NAD kinase'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.","['nadK', 'SCLAV_0993']",1
E2PYX9,708,['Putative dehydrogenase'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.",[],1
E2Q1T1,709,['Glutamine-dependent NAD(+) synthetase'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.","['nadE', 'SCLAV_1480']",1
B5GSN1,710,['Nicotinate phosphoribosyltransferase'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.","['pncB', 'SCLAV_2030']",1
E2Q2Q6,711,['Putative integral membrane efflux protein'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.",[],1
B5GQD7,712,['Sodium/proton antiporter'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.",[],1
B5GPZ4,713,['Putative sodium/proton antiporter'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.",[],1
E2Q3P7,714,['Transmembrane transport protein'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.",[],1
D5SKU4,715,['Membrane protein'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.",[],1
B5GMN6,716,['Putative monovalent cation/H+ antiporter subunit A'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.",[],1
B5GXZ7,717,['Na(+)/H(+) antiporter NhaA'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.","['nhaA', 'SCLAV_2557']",1
E2Q4A4,718,['Putative Na+/H+ antiporter'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.",[],1
E2Q288,719,"['NADH-quinone oxidoreductase subunit K', 'NADH dehydrogenase I subunit K', 'NDH-1 subunit K']","NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoK', 'SCLAV_3604']",1
E2Q287,720,['NADH-quinone oxidoreductase subunit J'],"NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoJ2', 'SCLAV_3603']",1
E2Q282,721,"['NADH-quinone oxidoreductase subunit A', 'NADH dehydrogenase I subunit A', 'NDH-1 subunit A', 'NUO1']","NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoA2', 'nuoA', 'nuoA3', 'SCLAV_3598']",1
B5GT76,722,['nucleoside-diphosphate kinase'],"NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.",[],1
E2Q4B7,723,['nucleoside-diphosphate kinase'],"NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.",[],1
E2Q3N2,724,['Nucleoside diphosphate kinase'],Homotetramer.,"['ndk', 'ndk2', 'SCLAV_1778']",4
E2Q1N2,725,['ABC transporter ATP-binding protein'],Homotetramer.,[],4
E2Q1M8,726,['Putative ABC transporter substrate-binding protein'],Homotetramer.,[],4
E2Q4V1,727,['ABC transporter system integral membrane protein'],Homotetramer.,[],4
E2PUI7,728,['Putative peptide ABC transporter permease protein'],Homotetramer.,[],4
E2Q7G6,729,['ABC-type cobalt transporter'],Homotetramer.,"['cbiM', 'SCLAV_2299']",4
B5GPW9,730,['Integral membrane transport protein'],Homotetramer.,[],4
B5GPW8,731,['Putative ABC transporter ATP-binding protein'],Homotetramer.,[],4
E2Q1N0,732,['Transport permease protein'],Homotetramer.,[],4
B5GN46,733,['Antibiotic resistance protein'],Homotetramer.,[],4
E2Q8B1,734,['Putative ABC transporter ATP-binding protein'],Homotetramer.,[],4
E2Q564,735,['nicotinamidase'],Homotetramer.,[],4
E2Q3K4,736,"['Probable nicotinate-nucleotide adenylyltransferase', 'Deamido-NAD(+) diphosphorylase', 'Deamido-NAD(+) pyrophosphorylase', 'Nicotinate mononucleotide adenylyltransferase', 'NaMN adenylyltransferase']",Homotetramer.,"['nadD', 'nadD2', 'SCLAV_1750']",4
E2Q8H8,737,['Nicotinate-nucleotide pyrophosphorylase [carboxylating]'],Homotetramer.,[],4
B5H323,738,['nitric oxide dioxygenase'],Homotetramer.,[],4
E2PYR8,739,"[""5'-nucleotidase""]",Homotetramer.,[],4
B5GQA7,740,['Small ribosomal subunit biogenesis GTPase RsgA'],"Monomer. Associates with 30S ribosomal subunit, binds 16S rRNA.","['engC', 'rsgA', 'SCLAV_4076']",1
B5GTB1,741,"['Chaperone protein DnaK', 'HSP70', 'Heat shock 70 kDa protein', 'Heat shock protein 70']","Monomer. Associates with 30S ribosomal subunit, binds 16S rRNA.","['dnaK', 'SCLAV_2666']",1
E2PWA9,742,"['AAA ATPase forming ring-shaped complexes', 'ARC']",Homohexamer. Assembles into a hexameric ring structure.,"['arc', 'SCLAV_0865']",6
E2Q545,743,"['dITP/XTP pyrophosphatase', 'Non-canonical purine NTP pyrophosphatase', 'Non-standard purine NTP pyrophosphatase', 'Nucleoside-triphosphate diphosphatase', 'Nucleoside-triphosphate pyrophosphatase', 'NTPase']",Homodimer.,[],2
E2Q2Z6,744,['Deoxyguanosinetriphosphate triphosphohydrolase-like protein'],Homodimer.,"['dgt', 'SCLAV_1674']",2
E2Q471,745,"['Alkyl hydroperoxide reductase C', 'Peroxiredoxin', 'Thioredoxin peroxidase']","Homodimer; disulfide-linked, upon oxidation. 6 homodimers assemble to form a ring-like dodecamer. Identified in a complex with AhpD, DlaT and Lpd.","['ahpC', 'SCLAV_3935']",2
B5H1L3,746,['assimilatory sulfite reductase (ferredoxin)'],"Homodimer; disulfide-linked, upon oxidation. 6 homodimers assemble to form a ring-like dodecamer. Identified in a complex with AhpD, DlaT and Lpd.",[],2
E2PWQ1,747,['Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex'],"Homodimer; disulfide-linked, upon oxidation. 6 homodimers assemble to form a ring-like dodecamer. Identified in a complex with AhpD, DlaT and Lpd.","['bkdC', 'SCLAV_2979']",2
E2PUZ1,748,"['Ornithine carbamoyltransferase', 'OTCase']","Homodimer; disulfide-linked, upon oxidation. 6 homodimers assemble to form a ring-like dodecamer. Identified in a complex with AhpD, DlaT and Lpd.",[],2
E2PX39,749,['Putative lipoate-protein ligase'],"Homodimer; disulfide-linked, upon oxidation. 6 homodimers assemble to form a ring-like dodecamer. Identified in a complex with AhpD, DlaT and Lpd.",[],2
E2Q004,750,['Phosphoserine aminotransferase'],Homodimer.,"['serC', 'SCLAV_3352']",2
B5GX05,751,"[""Orotidine 5'-phosphate decarboxylase""]",Homodimer.,"['pyrF', 'SCLAV_0710']",2
E2PUA5,752,['Putative hydantoinase/oxoprolinase'],Homodimer.,[],2
E2Q1B2,753,['Decarboxylase'],Homodimer.,"['ubiX', 'SCLAV_3545']",2
B5GTG5,754,['Putative ornithine cyclodeaminase'],Homodimer.,"['arcB', 'SCLAV_2697']",2
E2Q3B3,755,['ornithine aminotransferase'],Homodimer.,[],2
E2PUE2,756,['Orotate phosphoribosyltransferase'],Homodimer.,"['pyrE', 'SCLAV_2649']",2
E2PX53,757,['Acyl dehydratase'],Homodimer.,[],2
E2Q5J3,758,"['Multifunctional 2-oxoglutarate metabolism enzyme', '2-hydroxy-3-oxoadipate synthase', '2-oxoglutarate carboxy-lyase', '2-oxoglutarate decarboxylase', 'Alpha-ketoglutarate decarboxylase', 'Alpha-ketoglutarate-glyoxylate carboligase']",Homodimer.,[],2
E2PX20,759,['3-oxoadipate enol-lactone hydrolase'],Homodimer.,"['pcaL', 'SCLAV_5024']",2
D5SKE0,760,['Putative hydrolase'],Homodimer.,[],2
E2Q8B7,761,['Cold shock protein'],Homodimer.,[],2
D5SKN7,762,['Aldehyde Dehydrogenase'],Homodimer.,[],2
B5H0P5,763,['L-glutamate gamma-semialdehyde dehydrogenase'],Homodimer.,"['rocA', 'SCLAV_4445']",2
E2Q7M7,764,['Pyrroline-5-carboxylate reductase'],Homodimer.,"['proC', 'SCLAV_2360']",2
E2Q5X5,765,['Putative ABC transporter ATP-binding protein'],Homodimer.,[],2
B5GZV0,766,['Phenylacetic acid degradation protein'],Homodimer.,"['paaB', 'SCLAV_2968']",2
B5GZU9,767,['Phenylacetic acid degradation protein'],Homodimer.,[],2
B5GZU6,768,['Phenylacetic acid degradation NADH oxidoreductase'],Homodimer.,[],2
E2PWN8,769,['Phenylacetic acid degradation protein'],Homodimer.,[],2
E2PWP1,770,['Phenylacetic acid degradation protein'],Homodimer.,"['paaA', 'SCLAV_2969']",2
E2Q1E6,771,['Phenylacetate-coenzyme A ligase'],Monomer.,[],1
E2Q8I0,772,"['Pantothenate synthetase', 'PS', 'Pantoate--beta-alanine ligase', 'Pantoate-activating enzyme']",Homodimer.,"['panC', 'SCLAV_2395']",2
B5H318,773,['phospholipase C'],Homodimer.,"['plcA', 'SCLAV_0202']",2
B5GXP4,774,['Phospho-N-acetylmuramoyl-pentapeptide-transferase'],Homodimer.,"['mraY2', 'mraY', 'SCLAV_1298']",2
B5H1L1,775,"[""Adenosine 5'-phosphosulfate reductase"", 'APS reductase', ""5'-adenylylsulfate reductase"", ""Thioredoxin-dependent 5'-adenylylsulfate reductase""]",Homodimer.,"['cysH', 'SCLAV_4897']",2
B5GPM1,776,['Phosphoadenosine phosphosulfate reductase'],Homodimer.,[],2
E2PWS1,777,['Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex'],Homodimer.,[],2
E2Q2T5,778,['Pyruvate dehydrogenase E1 component'],Homodimer.,"['aceE', 'SCLAV_1613']",2
E2Q9B2,779,['Hydrolase superfamily dihydrolipoamide acyltransferase-like protein'],Homodimer.,[],2
B5GU66,780,['Branched-chain alpha keto acid dehydrogenase E1 beta subunit'],Homodimer.,"['bkdB2', 'SCLAV_2998']",2
B5GZV9,781,['Putative branched-chain alpha keto acid dehydrogenase E1 alpha subunit'],Homodimer.,"['bkdA1', 'SCLAV_2977']",2
E2Q121,782,"[""Putative pyridoxamine 5'-phosphate oxidase""]",Homodimer.,"['pdxH', 'SCLAV_3455']",2
E2Q064,783,"[""Pyridoxine/pyridoxamine 5'-phosphate oxidase"", 'PNP/PMP oxidase', 'PNPOx', ""Pyridoxal 5'-phosphate synthase""]",Homodimer.,"['pdxH', 'SCLAV_3412']",2
B5GVB7,784,['Putative ABC transporter ATPase and permease component'],Homodimer.,[],2
B5GST0,785,['Phosphoenolpyruvate carboxykinase [GTP]'],Monomer.,"['pckG', 'SCLAV_3873']",1
E2Q7X5,786,['Dehydrogenase'],Monomer.,[],1
B5H2K3,787,['ATP-dependent 6-phosphofructokinase'],Homodimer or homotetramer.,"['pfkA', 'SCLAV_0508']",2
B5GZ70,788,['Putative dehydrogenase'],Homodimer or homotetramer.,[],2
E2Q7Y1,789,['D-3-phosphoglycerate dehydrogenase'],Homodimer or homotetramer.,[],2
B5H2Y2,790,['2-hydroxyacid family dehydrogenase'],Homodimer or homotetramer.,[],2
E2PYJ8,791,"['Glucose-6-phosphate isomerase', 'GPI', 'Phosphoglucose isomerase', 'PGI', 'Phosphohexose isomerase', 'PHI']",Homodimer or homotetramer.,"['pgi', 'SCLAV_1142']",2
B5GYJ1,792,['Phosphoglycerate kinase'],Monomer.,"['pgk', 'SCLAV_1147']",1
E2PYJ3,793,"['6-phosphogluconolactonase', '6PGL']",Monomer.,"['pgl', 'SCLAV_1137']",1
D5SKL3,794,"['6-phosphogluconolactonase', '6PGL']",Monomer.,"['pgl', 'SCLAV_p0969']",1
B5GME6,795,['Phosphoglycolate phosphatase'],Monomer.,[],1
E2QA15,796,['CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase'],Monomer.,[],1
B5GYY6,797,['CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyl-transferase'],Monomer.,[],1
B5GP83,798,['Phosphate transport system permease protein PstA'],Monomer.,"['pstA', 'SCLAV_3167']",1
E2PXZ7,799,['Phosphate import ATP-binding protein pstB'],Monomer.,"['pstB', 'SCLAV_3166']",1
E2PYQ8,800,['Phosphate transport system permease protein'],Monomer.,"['pstC', 'SCLAV_3168']",1
E2PYQ9,801,['Phosphate-binding protein'],Monomer.,"['pstS', 'SCLAV_3169']",1
E2PV83,802,"[""Pyridoxal 5'-phosphate synthase subunit PdxS"", 'PLP synthase subunit PdxS']","Homohexamer and homododecamer. In the presence of PdxT, forms a dodecamer of heterodimers.","['pdxS', 'pdxS2', 'SCLAV_0754']",6
B5GWW8,803,"[""Pyridoxal 5'-phosphate synthase subunit PdxT"", 'Pdx2', ""Pyridoxal 5'-phosphate synthase glutaminase subunit""]","In the presence of PdxS, forms a dodecamer of heterodimers. Only shows activity in the heterodimer.","['pdxT', 'SCLAV_0753']",1
E2Q3I1,804,['Phosphomannomutase'],"In the presence of PdxS, forms a dodecamer of heterodimers. Only shows activity in the heterodimer.","['pmmB', 'SCLAV_3824']",1
E2Q2F6,805,['Pantothenate kinase'],"In the presence of PdxS, forms a dodecamer of heterodimers. Only shows activity in the heterodimer.","['coaA', 'SCLAV_3672']",1
E2Q8H7,806,"['Type III pantothenate kinase', 'PanK-III', 'Pantothenic acid kinase']",Homodimer.,"['coaX', 'SCLAV_2392']",2
E2PXJ3,807,['Transmembrane transport protein'],Homodimer.,[],2
B5H397,808,['Pyruvate dehydrogenase'],Homodimer.,"['poxB', 'SCLAV_4928']",2
E2Q7N6,809,['Exopolyphosphatase'],Homodimer.,[],2
E2Q8K3,810,['Inorganic pyrophosphatase'],Homohexamer.,"['ipyR', 'ppa', 'ppa2', 'SCLAV_2418']",6
B5GPP4,811,"['K(+)-insensitive pyrophosphate-energized proton pump', 'Membrane-bound proton-translocating pyrophosphatase', 'Pyrophosphate-energized inorganic pyrophosphatase', 'H(+)-PPase']",Homodimer.,"['hppA', 'SCLAV_2539']",2
B5GNY8,812,['Trehalose 6-phosphate phosphatase'],Homodimer.,"['otsB', 'SCLAV_3253']",2
B5GKY8,813,['Delta-aminolevulinic acid dehydratase'],Homooctamer.,"['hemB2', 'SCLAV_4339']",8
B5GNL9,814,['Delta-aminolevulinic acid dehydratase'],Homooctamer.,"['hemB1', 'SCLAV_3512']",8
B5GPS1,815,['Phosphoenolpyruvate carboxylase'],Homotetramer.,"['ppc', 'SCLAV_2248']",4
B5GVJ6,816,"['Lantibiotic biosynthesis protein, flavoprotein']",Homotetramer.,[],4
E2PV35,817,"['Coenzyme A biosynthesis bifunctional protein CoaBC', 'DNA/pantothenate metabolism flavoprotein', 'Phosphopantothenoylcysteine synthetase/decarboxylase', 'PPCS-PPCDC']",Homotetramer.,"['coaBC', 'SCLAV_0706']",4
B5GSX0,818,['biotin carboxylase'],Homotetramer.,[],4
E2Q058,819,"['Putative acetyl/propionyl CoA carboxylase, alpha subunit']",Homotetramer.,[],4
E2Q057,820,['Putative acetyl/propionyl CoA carboxylase beta subunit'],Homotetramer.,[],4
B5H1P3,821,['Biotin-dependent 3-methylcrotonyl-coenzyme A carboxylase alpha1 subunit'],"The biotin-dependent acyl-CoA carboxylase complex is composed of AccA1, which contains the biotin carboxylase (BC) and biotin carboxyl carrier protein (BCCP) domains, and AccD1, which contains the carboxyl transferase (CT) domain. The AccA1/AccD1 complex forms a dodecamer.",[],12
B5H1P4,822,['Acetyl/propionyl CoA carboxylase'],"The biotin-dependent acyl-CoA carboxylase complex is composed of AccA1, which contains the biotin carboxylase (BC) and biotin carboxyl carrier protein (BCCP) domains, and AccD1, which contains the carboxyl transferase (CT) domain. The AccA1/AccD1 complex forms a dodecamer.","['accD', 'SCLAV_1943']",12
B5GQF4,823,"['Pyruvate, phosphate dikinase']","The biotin-dependent acyl-CoA carboxylase complex is composed of AccA1, which contains the biotin carboxylase (BC) and biotin carboxyl carrier protein (BCCP) domains, and AccD1, which contains the carboxyl transferase (CT) domain. The AccA1/AccD1 complex forms a dodecamer.",[],12
E2Q494,824,['Putative polyphosphate glucokinase'],"The biotin-dependent acyl-CoA carboxylase complex is composed of AccA1, which contains the biotin carboxylase (BC) and biotin carboxyl carrier protein (BCCP) domains, and AccD1, which contains the carboxyl transferase (CT) domain. The AccA1/AccD1 complex forms a dodecamer.",[],12
E2PYR3,825,"['Polyphosphate kinase', 'ATP-polyphosphate phosphotransferase', 'Polyphosphoric acid kinase']","The biotin-dependent acyl-CoA carboxylase complex is composed of AccA1, which contains the biotin carboxylase (BC) and biotin carboxyl carrier protein (BCCP) domains, and AccD1, which contains the carboxyl transferase (CT) domain. The AccA1/AccD1 complex forms a dodecamer.","['ppk', 'SCLAV_3173']",12
E2Q1G6,826,['Polyphosphate:AMP phosphotransferase'],"The biotin-dependent acyl-CoA carboxylase complex is composed of AccA1, which contains the biotin carboxylase (BC) and biotin carboxyl carrier protein (BCCP) domains, and AccD1, which contains the carboxyl transferase (CT) domain. The AccA1/AccD1 complex forms a dodecamer.",[],12
B5H2A0,827,['Putative prephenate dehydrogenase'],"The biotin-dependent acyl-CoA carboxylase complex is composed of AccA1, which contains the biotin carboxylase (BC) and biotin carboxyl carrier protein (BCCP) domains, and AccD1, which contains the carboxyl transferase (CT) domain. The AccA1/AccD1 complex forms a dodecamer.",[],12
E2PVJ9,828,['Prephenate dehydratase'],Homodimer.,[],2
E2PVT5,829,['Coproporphyrinogen III oxidase'],Homodimer.,[],2
B5GN11,830,['Phosphoenolpyruvate synthase'],Homodimer.,[],2
B5GT67,831,"['Phosphoribosylamine--glycine ligase', 'GARS', 'Phosphoribosylglycinamide synthetase', 'glycinamide ribonucleotide synthetase']",Homodimer.,"['purD', 'SCLAV_3089']",2
B5GXT2,832,"['Phosphoribosyl isomerase A', '1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase', ""N-(5'-phosphoribosyl)anthranilate isomerase"", 'PRAI', 'Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase']",Homodimer.,"['priA', 'hisA', 'SCLAV_1257']",2
B5GT48,833,"['Phosphoribosylformylglycinamidine cyclo-ligase', 'AIR synthase', 'AIRS', 'Phosphoribosyl-aminoimidazole synthetase']",Homodimer.,"['purM', 'SCLAV_3106']",2
E2PZM1,834,"['Phosphoribosyl-AMP cyclohydrolase', 'PRA-CH']",Homodimer.,"['hisI', 'SCLAV_1251']",2
B5GV74,835,['SAICAR synthetase'],Homodimer.,[],2
B5H1B5,836,"['Phosphoribosyl-ATP pyrophosphatase', 'PRA-PH']",Homodimer.,"['hisE', 'SCLAV_0676']",2
E2PZ88,837,['Thioesterase'],Homodimer.,[],2
D5SLC6,838,['Enediyne Polyketide synthase'],Homodimer.,[],2
B5GT55,839,"['Phosphoribosylformylglycinamidine synthase subunit PurQ', 'FGAM synthase', 'Formylglycinamide ribonucleotide amidotransferase subunit I']","Part of the FGAM synthase complex composed of 1 PurL, 1 PurQ and 2 PurS subunits.","['purQ', 'SCLAV_3099']",1
E2PXT1,840,"['Phosphoribosylformylglycinamidine synthase subunit PurL', 'FGAM synthase', 'Formylglycinamide ribonucleotide amidotransferase subunit II']","Monomer. Part of the FGAM synthase complex composed of 1 PurL, 1 PurQ and 2 PurS subunits.","['purL', 'SCLAV_3100']",1
E2PXS9,841,"['Phosphoribosylformylglycinamidine synthase subunit PurS', 'FGAM synthase', 'Formylglycinamide ribonucleotide amidotransferase subunit III']","Part of the FGAM synthase complex composed of 1 PurL, 1 PurQ and 2 PurS subunits.","['purS', 'SCLAV_3098']",1
B5H148,842,"['ABC-type antimicrobial peptide transport system, ATPase component']","Part of the FGAM synthase complex composed of 1 PurL, 1 PurQ and 2 PurS subunits.",[],1
B5H0P6,843,['proline dehydrogenase'],"Part of the FGAM synthase complex composed of 1 PurL, 1 PurQ and 2 PurS subunits.",[],1
B5GPR7,844,"['Ribose-phosphate pyrophosphokinase', 'RPPK', '5-phospho-D-ribosyl alpha-1-diphosphate synthase', 'Phosphoribosyl diphosphate synthase', 'Phosphoribosyl pyrophosphate synthase']",Homohexamer.,"['kprS', 'prs', 'SCLAV_2244']",6
B5GQA8,845,['3-phosphoshikimate 1-carboxyvinyltransferase'],Monomer.,"['aroA', 'SCLAV_4077']",1
E2Q7L5,846,['Putative phosphoserine phosphatase'],Monomer.,[],1
E2PXH6,847,['Phosphoserine phosphatase'],Monomer.,"['serB', 'SCLAV_1020']",1
B5GKZ6,848,['Phosphate acetyltransferase'],Monomer.,[],1
B5H048,849,"['Phosphopantetheine adenylyltransferase', 'Dephospho-CoA pyrophosphorylase', 'Pantetheine-phosphate adenylyltransferase', 'PPAT']",Homohexamer.,"['coaD', 'SCLAV_4517']",6
B5GZ53,850,['Polyamine ABC transporter integral membrane protein'],Homohexamer.,[],6
B5GZ52,851,['Polyamine ABC transporter permease protein'],Homohexamer.,[],6
E2Q936,852,['Polyamine ABC transporter ATP-binding protein'],Homohexamer.,[],6
B5GTV3,853,['Amino acid permease'],Homohexamer.,[],6
E2Q3I2,854,['Purine-nucleoside phosphorylase'],Homotrimer.,"['deoD', 'SCLAV_3825']",3
B5GXJ1,855,['Pyruvate kinase'],Homotetramer.,[],4
E2Q0C8,856,['Pyrimidine monooxygenase RutA'],Homotetramer.,"['ycdM', 'rutA', 'rutA2', 'SCLAV_5404']",4
B5GU54,857,['Putative quinone oxidoreductase'],Homotetramer.,[],4
E2Q0R4,858,['Quinolinate synthase'],Homotetramer.,"['nadA', 'SCLAV_1378']",4
B5H1B9,859,['Riboflavin synthase'],Homotrimer.,[],3
B5H1B6,860,"['6,7-dimethyl-8-ribityllumazine synthase']",Homotrimer.,"['risB', 'ribH', 'SCLAV_0677']",3
E2Q342,861,['Carbohydrate kinase'],Homotrimer.,[],3
E2PZK7,862,"['Ribokinase', 'RK']",Homodimer.,"['rbsK', 'SCLAV_1237']",2
E2PVT3,863,['Putative flavoprotein oxidoreductase'],Homodimer.,[],2
E2QA57,864,['Vitamin B12-dependent ribonucleotide reductase'],Homodimer.,"['nrdJ', 'SCLAV_4684']",2
B5GQC0,865,['Ribonucleoside-diphosphate reductase'],Homodimer.,"['nrdA', 'nrdL', 'SCLAV_4089']",2
E2PXN9,866,['Probable radical activating enzyme'],Homodimer.,[],2
E2PV28,867,['Ribulose-phosphate 3-epimerase'],Homodimer.,"['rpe', 'SCLAV_0699']",2
B5GMF6,868,['Ribulose-phosphate 3-epimerase'],Homodimer.,[],2
E2Q3Q3,869,['Ribose-5-phosphate isomerase B'],Homodimer.,[],2
D5SK31,870,['Putative ribose 5-phosphate isomerase'],Homodimer.,[],2
B5GLB1,871,['Isopenicillin N epimerase'],Homodimer.,"['cefD', 'SCLAV_4210']",2
B5H1W4,872,['Secretory protein'],Homodimer.,[],2
E2PX71,873,['Putative M20/M25/M40-family peptidase'],Homodimer.,[],2
B5GQ23,874,['Succinyl-diaminopimelate desuccinylase'],Homodimer.,[],2
E2PUE7,875,['Probable N-succinyldiaminopimelate aminotransferase DapC'],Homodimer.,"['dapC', 'SCLAV_2654']",2
E2Q7T7,876,['L-serine dehydratase'],Homodimer.,"['sdhL', 'SCLAV_4398']",2
B5GSU8,877,['threonine ammonia-lyase'],Homodimer.,"['ilvA', 'SCLAV_3856']",2
E2PVA8,878,['Putative uroporphyrin-III methyltransferase'],Homodimer.,"['cysG', 'SCLAV_0779']",2
E2PV57,879,['Shikimate 5-dehydrogenase'],Homodimer.,"['aroE', 'SCLAV_0728']",2
E2PV55,880,"['Shikimate kinase', 'SK']",Monomer.,"['aroK', 'SCLAV_0726']",1
E2Q3Y5,881,['Cystathionine gamma-synthase'],Monomer.,"['metB', 'SCLAV_3851']",1
E2Q1H3,882,['Putative proline/betaine transporter'],Monomer.,[],1
B5H3A7,883,['Arabinose efflux permease family protein'],Monomer.,[],1
B5GQA6,884,['SMR-type multi-drug efflux transporter'],Monomer.,[],1
B5GTC9,885,"['Polyamine aminopropyltransferase', 'Putrescine aminopropyltransferase', 'PAPT', 'Spermidine synthase']",Homodimer or homotetramer.,"['speE', 'SCLAV_2652']",2
B5GYW1,886,['succinate-semialdehyde dehydrogenase (NADP(+))'],Homodimer or homotetramer.,[],2
E2Q768,887,['Putative aldehyde dehydrogenase'],Homodimer or homotetramer.,[],2
E2QA86,888,['Putative acyl-CoA synthetase'],Homodimer or homotetramer.,[],2
B5GQI2,889,['Putative ABC transporter ATP-binding protein'],Homodimer or homotetramer.,[],2
E2PYJ0,890,['Transaldolase'],Homodimer or homotetramer.,"['tal', 'tal2', 'SCLAV_1134']",2
B5GVN1,891,['Taurine dioxygenase'],Homodimer or homotetramer.,[],2
B5GZD1,892,['Epimerase'],Homodimer or homotetramer.,[],2
D5SL03,893,"['Staurosporine biosynthesis 3,5-epimerase StaE']",Homodimer or homotetramer.,"['staE', 'SCLAV_p1110']",2
E2PYE9,894,['Uncharacterized protein'],Homodimer or homotetramer.,[],2
B5H2M7,895,"['dTDP-glucose 4,6-dehydratase']",Homodimer or homotetramer.,"['staB', 'SCLAV_p1121']",2
B5GYL9,896,"['2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase', 'Tetrahydrodipicolinate N-succinyltransferase']",Homotrimer.,"['dapD', 'SCLAV_1115']",3
B5GSQ0,897,"['thioredoxin-dependent peroxiredoxin', 'Bacterioferritin comigratory protein', 'Thioredoxin peroxidase']",Monomer.,"['bcp', 'SCLAV_2010']",1
B5GZ32,898,['ABC transporter substrate-binding protein'],Monomer.,[],1
E2Q5C3,899,['Putative phosphatase'],Monomer.,[],1
